timestamp,occupancy,previous_occupancy,event_type,room_id
2023-01-05T13:52:52.569Z,4,3,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-05T13:52:55.195Z,5,4,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-05T13:53:23.911Z,6,5,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-05T14:17:43.000Z,7,6,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-05T14:32:04.000Z,8,7,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-05T15:54:03.000Z,7,8,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-05T16:00:14.000Z,6,7,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-05T17:22:55.636Z,5,6,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-05T17:22:56.000Z,4,5,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-05T18:06:56.000Z,3,4,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-05T19:33:40.000Z,2,3,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-05T20:59:25.523Z,1,2,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-07T06:44:14.000Z,1,0,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-07T07:19:35.000Z,2,1,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-07T08:23:10.206Z,3,2,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-07T08:23:17.000Z,4,3,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-07T09:28:24.000Z,5,4,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-07T10:27:15.043Z,6,5,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-07T10:27:33.064Z,7,6,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-07T10:27:38.000Z,8,7,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-07T11:01:04.000Z,7,8,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-07T11:01:17.869Z,6,7,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-07T11:53:28.000Z,5,6,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-07T12:23:49.000Z,4,5,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-07T13:34:55.000Z,5,4,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-07T13:35:07.644Z,6,5,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-07T13:46:15.000Z,7,6,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-07T14:12:26.941Z,8,7,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-07T14:12:31.000Z,9,8,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-07T14:12:58.942Z,10,9,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-07T14:58:25.000Z,10,10,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-07T15:48:17.000Z,10,11,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-07T16:17:41.000Z,9,10,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-07T17:49:11.000Z,8,9,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-07T17:49:12.466Z,7,8,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-07T17:49:29.860Z,6,7,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-07T18:49:58.000Z,5,6,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-07T19:09:21.000Z,4,5,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-07T20:46:01.398Z,3,4,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-07T20:46:26.279Z,2,3,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-07T20:46:28.247Z,1,2,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-07T20:46:29.164Z,0,1,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-09T06:17:52.000Z,1,0,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-09T07:50:38.000Z,2,1,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-09T08:02:17.509Z,3,2,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-09T08:02:41.000Z,4,3,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-09T09:52:32.000Z,5,4,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-09T10:35:40.000Z,6,5,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-09T11:17:25.605Z,5,6,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-09T11:17:34.762Z,4,5,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-09T11:17:38.365Z,3,4,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-09T11:17:42.000Z,2,3,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-09T11:43:58.000Z,1,2,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-09T12:28:57.349Z,0,1,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-09T12:29:14.000Z,0,0,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-09T13:06:21.000Z,1,0,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-09T13:58:48.000Z,2,1,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-09T14:19:02.000Z,3,2,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-09T14:59:02.000Z,4,3,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-09T14:59:25.769Z,5,4,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-09T15:36:03.608Z,4,5,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-09T15:36:12.510Z,3,4,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-09T15:36:17.000Z,2,3,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-09T15:36:21.754Z,1,2,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-09T16:33:29.000Z,0,1,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-09T16:33:31.995Z,0,0,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-09T16:33:42.496Z,0,0,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-09T16:33:51.974Z,0,0,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-09T17:49:51.000Z,0,0,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-09T18:05:33.000Z,0,0,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-09T19:11:35.927Z,0,0,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-09T19:11:40.000Z,0,0,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-09T19:11:56.260Z,0,0,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-09T19:23:40.000Z,1,0,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-09T19:56:02.000Z,0,1,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-09T19:56:10.486Z,0,0,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-09T19:56:17.139Z,0,0,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-09T20:42:56.300Z,0,0,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-09T20:43:04.605Z,0,0,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-10T06:34:04.895Z,1,0,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-10T06:34:06.000Z,2,1,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-10T06:34:20.880Z,3,2,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-10T07:44:24.106Z,4,3,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-10T07:44:42.000Z,5,4,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-10T08:16:43.000Z,4,5,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-10T08:30:21.392Z,5,4,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-10T08:30:43.000Z,6,5,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-10T08:41:41.000Z,7,6,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-10T09:28:09.702Z,8,7,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-10T09:28:34.948Z,9,8,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-10T09:28:35.000Z,10,9,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-10T09:28:43.301Z,10,10,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-10T10:14:40.000Z,10,11,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-10T11:15:13.213Z,10,12,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-10T11:15:14.488Z,10,11,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-10T11:15:19.000Z,9,10,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-10T11:15:26.588Z,8,9,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-10T11:24:19.000Z,9,8,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-10T11:49:34.000Z,8,9,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-10T11:49:42.000Z,7,8,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-10T12:05:55.106Z,6,7,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-10T12:05:57.000Z,5,6,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-10T12:06:03.118Z,4,5,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-10T12:06:16.159Z,3,4,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-10T12:59:26.953Z,4,3,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-10T13:00:08.000Z,5,4,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-10T14:11:40.067Z,6,5,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-10T14:11:44.000Z,7,6,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-10T15:56:50.000Z,6,7,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-10T16:36:26.000Z,5,6,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-10T16:36:35.886Z,4,5,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-10T16:36:41.621Z,3,4,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-10T17:47:26.000Z,2,3,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-10T18:11:55.000Z,1,2,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-10T19:27:21.164Z,0,1,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-10T19:27:34.000Z,0,0,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-10T20:20:14.000Z,0,0,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-10T20:20:16.049Z,0,0,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-10T20:20:25.614Z,0,0,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-10T20:33:14.000Z,1,0,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-10T20:33:15.743Z,2,1,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-10T20:33:39.340Z,3,2,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-10T20:55:36.184Z,2,3,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-11T06:33:45.000Z,1,0,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-11T07:11:48.000Z,2,1,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-11T07:12:05.455Z,3,2,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-11T08:36:19.000Z,4,3,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-11T09:10:18.000Z,5,4,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-11T10:07:30.000Z,6,5,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-11T11:42:00.000Z,5,6,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-11T11:59:51.000Z,4,5,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-11T12:22:38.000Z,3,4,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-11T13:03:07.145Z,4,3,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-11T13:03:11.383Z,5,4,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-11T13:03:19.000Z,6,5,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-11T13:03:39.330Z,7,6,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-11T13:53:55.000Z,8,7,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-11T13:54:23.206Z,9,8,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-11T14:19:32.000Z,10,9,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-11T14:44:30.281Z,10,10,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-11T14:44:40.000Z,10,11,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-11T15:22:34.000Z,10,12,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-11T16:21:54.000Z,10,11,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-11T17:00:02.000Z,9,10,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-11T18:01:56.000Z,8,9,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-11T18:02:16.573Z,7,8,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-11T19:48:50.000Z,6,7,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-11T20:50:43.509Z,5,6,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-11T20:51:06.092Z,4,5,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-12T06:42:59.091Z,1,0,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-12T06:43:25.000Z,2,1,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-12T06:43:43.464Z,3,2,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-12T06:43:47.389Z,4,3,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-12T07:36:56.258Z,5,4,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-12T07:37:06.386Z,6,5,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-12T07:37:14.944Z,7,6,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-12T07:37:24.000Z,8,7,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-12T08:02:48.000Z,9,8,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-12T09:21:54.712Z,10,9,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-12T09:22:14.000Z,10,10,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-12T09:22:16.338Z,10,11,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-12T10:24:27.000Z,10,12,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-12T10:32:27.000Z,10,11,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-12T10:57:31.000Z,10,12,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-12T11:11:02.951Z,10,13,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-12T11:11:13.707Z,10,12,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-12T11:11:32.000Z,10,11,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-12T11:11:55.880Z,9,10,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-12T11:27:24.529Z,8,9,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-12T11:27:36.000Z,7,8,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-12T11:27:44.658Z,6,7,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-12T12:43:32.000Z,5,6,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-12T12:44:00.427Z,4,5,OUT,e09pq3r7ztioltnn1bckfxcz
2023-01-12T13:15:59.320Z,5,4,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-12T13:16:08.149Z,6,5,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-12T13:16:25.000Z,7,6,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-12T13:43:06.000Z,8,7,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-12T14:07:39.472Z,9,8,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-12T14:08:36.570Z,10,9,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-12T14:08:39.000Z,10,10,IN,e09pq3r7ztioltnn1bckfxcz
2023-01-12T14:08:46.146Z,10,11,IN,e09pq3r7ztioltnn1bckfxcz
