timestamp,occupancy,previous_occupancy,event_type,room_id
2023-01-02T16:50:49.000Z,10,13,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-02T17:35:57.000Z,10,12,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-02T17:35:59.464Z,10,11,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-02T17:38:35.000Z,9,10,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-02T17:41:57.000Z,10,9,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-02T18:29:37.000Z,9,10,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-02T18:29:37.438Z,8,9,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-02T18:29:44.740Z,7,8,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-02T19:03:39.430Z,6,7,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-02T19:03:40.840Z,5,6,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-02T19:03:55.361Z,4,5,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-02T19:04:04.000Z,3,4,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-02T20:46:20.055Z,2,3,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-02T20:46:37.410Z,1,2,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-03T06:15:11.000Z,1,0,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-03T07:10:49.000Z,2,1,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-03T07:11:08.799Z,3,2,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-03T08:34:27.000Z,4,3,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-03T09:29:50.970Z,5,4,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-03T09:29:58.000Z,6,5,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-03T10:49:39.000Z,7,6,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-03T10:49:39.201Z,8,7,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-03T11:44:53.032Z,7,8,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-03T11:45:11.759Z,6,7,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-03T11:45:12.000Z,5,6,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-03T11:51:47.293Z,4,5,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-03T11:51:57.000Z,3,4,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-03T12:59:54.000Z,2,3,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-03T13:41:43.659Z,3,2,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-03T13:42:11.000Z,4,3,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-03T13:56:59.000Z,5,4,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-03T14:31:22.000Z,6,5,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-03T14:31:30.797Z,7,6,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-03T14:31:58.174Z,8,7,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-03T14:32:17.979Z,9,8,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-03T14:32:27.087Z,10,9,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-03T15:02:40.695Z,9,10,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-03T15:02:49.000Z,8,9,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-03T16:03:56.000Z,7,8,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-03T17:58:11.000Z,6,7,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-03T18:50:03.000Z,5,6,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-03T19:36:36.000Z,4,5,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-03T19:36:52.594Z,3,4,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-03T21:03:32.742Z,2,3,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-04T06:54:37.671Z,1,0,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-04T06:55:01.000Z,2,1,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-04T06:55:04.344Z,3,2,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-04T06:55:12.053Z,4,3,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-04T07:19:53.157Z,5,4,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-04T07:19:54.029Z,6,5,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-04T07:19:55.000Z,7,6,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-04T07:20:03.487Z,8,7,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-04T08:28:21.000Z,9,8,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-04T09:06:22.000Z,10,9,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-04T10:37:37.615Z,10,10,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-04T10:37:57.999Z,10,11,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-04T10:38:05.000Z,10,12,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-04T11:16:04.265Z,10,13,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-04T11:16:14.192Z,10,12,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-04T11:16:34.000Z,10,11,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-04T11:54:27.000Z,9,10,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-04T12:15:09.000Z,8,9,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-04T13:19:03.000Z,9,8,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-04T13:19:32.531Z,10,9,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-04T14:12:05.000Z,10,10,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-04T14:57:42.000Z,10,11,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-04T15:09:36.000Z,10,12,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-04T16:06:58.137Z,10,11,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-04T16:07:15.607Z,9,10,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-04T16:07:16.000Z,8,9,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-04T16:07:26.686Z,7,8,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-04T17:03:24.899Z,6,7,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-04T17:03:53.000Z,5,6,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-04T17:03:55.962Z,4,5,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-04T18:42:16.000Z,3,4,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-04T18:42:38.570Z,2,3,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-04T18:42:44.314Z,1,2,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-04T19:36:47.000Z,0,1,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-04T20:50:22.021Z,0,0,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-04T20:50:26.633Z,0,0,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-05T06:16:28.000Z,1,0,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-05T07:38:30.420Z,2,1,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-05T07:38:40.000Z,3,2,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-05T07:39:08.780Z,4,3,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-05T08:21:23.000Z,5,4,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-05T09:38:18.000Z,6,5,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-05T10:14:48.000Z,7,6,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-05T11:34:49.000Z,6,7,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-05T11:53:31.000Z,5,6,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-05T12:53:23.000Z,4,5,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-05T13:07:36.000Z,5,4,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-05T13:48:42.000Z,6,5,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-05T14:01:40.660Z,7,6,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-05T14:02:03.527Z,8,7,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-05T14:02:07.000Z,9,8,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-05T14:02:19.845Z,10,9,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-05T14:24:52.487Z,10,10,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-05T14:25:04.000Z,10,11,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-05T14:25:27.728Z,10,12,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-05T14:32:46.507Z,10,13,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-05T14:33:14.000Z,10,12,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-05T14:44:14.000Z,10,11,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-05T15:36:48.693Z,10,12,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-05T15:37:14.000Z,10,11,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-05T15:37:17.365Z,9,10,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-05T15:37:35.749Z,8,9,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-05T16:38:46.000Z,7,8,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-05T17:14:31.000Z,6,7,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-05T17:21:31.000Z,7,6,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-05T17:25:49.000Z,6,7,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-05T18:36:26.067Z,5,6,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-05T18:36:48.000Z,4,5,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-05T18:37:01.076Z,3,4,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-05T19:57:55.000Z,2,3,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-05T20:54:01.302Z,1,2,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-07T06:56:10.000Z,1,0,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-07T07:30:23.000Z,2,1,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-07T08:56:10.000Z,3,2,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-07T09:02:18.000Z,4,3,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-07T10:26:22.000Z,5,4,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-07T11:07:07.000Z,4,5,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-07T11:36:34.000Z,3,4,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-07T11:37:03.023Z,2,3,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-07T12:13:52.777Z,1,2,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-07T12:14:10.000Z,0,1,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-07T12:14:24.077Z,0,0,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-07T13:36:38.000Z,1,0,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-07T13:36:46.431Z,2,1,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-07T13:36:50.000Z,3,2,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-07T14:04:51.868Z,4,3,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-07T14:05:19.000Z,5,4,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-07T14:05:41.000Z,6,5,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-07T15:00:18.000Z,5,6,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-07T16:36:15.000Z,4,5,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-07T17:29:06.000Z,3,4,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-07T18:00:02.000Z,2,3,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-07T19:33:31.000Z,1,2,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-07T21:00:55.525Z,0,1,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-09T06:33:07.000Z,1,0,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-09T07:47:15.206Z,2,1,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-09T07:47:41.000Z,3,2,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-09T07:47:46.856Z,4,3,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-09T07:47:48.682Z,5,4,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-09T08:27:58.000Z,6,5,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-09T09:20:01.948Z,7,6,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-09T09:20:27.000Z,8,7,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-09T09:40:34.000Z,7,8,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-09T09:40:35.178Z,6,7,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-09T09:46:08.624Z,7,6,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-09T09:46:16.341Z,8,7,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-09T09:46:34.000Z,9,8,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-09T10:43:47.000Z,10,9,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-09T11:17:49.955Z,9,10,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-09T11:18:17.000Z,8,9,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-09T11:40:17.000Z,7,8,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-09T12:46:25.000Z,6,7,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-09T13:41:14.000Z,7,6,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-09T13:41:43.760Z,8,7,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-09T14:11:50.840Z,9,8,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-09T14:12:13.000Z,10,9,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-09T14:12:22.947Z,10,10,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-09T14:39:43.000Z,10,11,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-09T14:39:48.668Z,10,12,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-09T14:39:50.823Z,10,13,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-09T15:17:58.000Z,10,14,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-09T16:18:45.760Z,10,13,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-09T16:18:47.936Z,10,12,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-09T16:19:15.000Z,10,11,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-09T16:19:39.101Z,9,10,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-09T17:43:34.000Z,8,9,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-09T18:32:08.000Z,7,8,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-09T19:38:04.229Z,6,7,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-09T19:38:31.000Z,5,6,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-09T19:38:46.952Z,4,5,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-09T20:49:16.294Z,3,4,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-10T06:53:36.000Z,1,0,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-10T07:10:53.574Z,2,1,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-10T07:11:15.000Z,3,2,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-10T07:11:28.342Z,4,3,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-10T08:09:27.048Z,5,4,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-10T08:09:28.158Z,6,5,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-10T08:09:32.000Z,7,6,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-10T08:09:40.822Z,8,7,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-10T09:39:37.153Z,9,8,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-10T09:40:05.000Z,10,9,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-10T09:40:06.304Z,10,10,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-10T09:40:23.462Z,10,11,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-10T10:17:34.000Z,10,12,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-10T11:19:33.907Z,10,13,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-10T11:19:50.000Z,10,12,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-10T11:20:05.188Z,10,11,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-10T11:20:12.386Z,9,10,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-10T11:28:28.249Z,10,9,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-10T11:28:32.044Z,10,10,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-10T11:28:49.922Z,10,11,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-10T11:28:50.000Z,10,12,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-10T11:49:08.000Z,10,13,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-10T11:52:44.928Z,10,12,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-10T11:52:49.000Z,10,11,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-10T12:01:14.000Z,9,10,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-10T12:01:22.901Z,8,9,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-10T12:01:30.290Z,7,8,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-10T13:23:59.000Z,8,7,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-10T13:56:24.000Z,9,8,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-10T14:18:39.000Z,10,9,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-10T14:20:16.000Z,10,10,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-10T15:12:00.156Z,10,11,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-10T15:12:28.000Z,9,10,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-10T15:12:48.341Z,8,9,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-10T16:17:37.000Z,7,8,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-10T16:59:37.134Z,6,7,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-10T16:59:50.319Z,5,6,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-10T16:59:52.548Z,4,5,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-10T17:00:05.000Z,3,4,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-10T17:13:05.000Z,4,3,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-10T17:40:20.000Z,3,4,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-10T18:21:24.000Z,2,3,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-10T19:25:00.000Z,1,2,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-10T20:48:56.243Z,0,1,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-11T06:47:00.000Z,1,0,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-11T07:40:21.000Z,2,1,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-11T08:16:27.000Z,3,2,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-11T09:15:38.000Z,4,3,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-11T10:52:18.798Z,5,4,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-11T10:52:30.482Z,6,5,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-11T10:52:47.000Z,7,6,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-11T10:53:06.636Z,8,7,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-11T11:03:45.000Z,7,8,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-11T11:13:33.000Z,6,7,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-11T12:21:51.787Z,5,6,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-11T12:22:03.000Z,4,5,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-11T12:22:28.614Z,3,4,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-11T13:24:54.000Z,4,3,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-11T13:33:43.000Z,5,4,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-11T14:13:58.000Z,6,5,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-11T14:39:51.000Z,7,6,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-11T15:26:43.597Z,6,7,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-11T15:26:51.549Z,5,6,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-11T15:27:12.000Z,4,5,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-11T15:27:16.159Z,3,4,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-11T16:27:46.000Z,2,3,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-11T16:28:00.224Z,1,2,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-11T17:03:20.000Z,0,1,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-11T18:55:52.000Z,0,0,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-11T18:56:21.315Z,0,0,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-11T19:56:25.000Z,0,0,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-11T20:56:59.476Z,0,0,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-11T20:57:21.506Z,0,0,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-12T06:37:55.000Z,1,0,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-12T07:13:57.876Z,0,1,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-12T07:13:59.000Z,0,0,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-12T07:14:00.162Z,0,0,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-12T07:14:07.188Z,0,0,OUT,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-12T07:21:08.000Z,1,0,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-12T07:27:59.000Z,2,1,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-12T08:35:30.000Z,3,2,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-12T09:29:55.000Z,4,3,IN,d4c6ogy1g0i6v8mv74fd1zwj
2023-01-12T10:33:43.000Z,5,4,IN,d4c6ogy1g0i6v8mv74fd1zwj
